id,level,displayName,message,tags,description,helpLink,probes,target.type,target.platform,target.engineEdition,target.version,target.name.not,threshold,RetryCountPct
SPNaming,Warning,Stored procedure naming,Rename the following stored procedures to eliminate 'sp_' prefix: @{ObjectName},"['DefaultRuleset', 'Naming']","In SQL Server, the sp_ prefix designates system stored procedures. If you use that prefix for your stored procedures, the name of your procedure might conflict with the name of a system stored procedure that will be created in the future. If such a conflict occurs, your application might break if your application refers to the procedure without qualifying the reference by schema. In this situation, the name will bind to the system procedure instead of to your procedure.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172115(v=vs.100),['BadNamingSP'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
ObjectNamingSpecialChar,Warning,Special characters in object names,Rename the following objects to eliminate special characters: @{ObjectName},"['DefaultRuleset', 'Naming']","If you name a database object by using any character in the following table, you make it more difficult not only to reference that object but also to read code that contains the name of that object.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172134(v=vs.100),['BadNamingSpecialChars'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
ColumnNamingSpecialChar,Warning,Special characters in column names,"Remove whitespaces, left and right square brackets, single and double quotation marks from column names: @{ObjectName}","['DefaultRuleset', 'Naming']","Using whitespaces, left and right square brackets, single and double quotation marks in database object names makes it more difficult not only to reference that object, but also to read code that contains the name of that object.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172134(v=vs.100),['BadNamingSpecialCharsColumns'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
FnNaming,Warning,User function naming,Rename the following functions to eliminate 'fn_ prefix': @{ObjectName},"['DefaultRuleset', 'Naming']","In SQL Server, the fn_ prefix designates system functions. If you use that prefix for your functions, the name of your function might conflict with the name of a system function that will be created in the future. If such a conflict occurs, your application might break if your application refers to the function without qualifying the reference by schema. In this situation, the name will bind to the system function instead of to your function.",https://docs.microsoft.com/sql/t-sql/statements/create-function-transact-sql,['BadNamingUserFunctions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
ObjectNamingResKeywords,Warning,Object names contain reserved keywords,Rename the following objects to eliminate reserved keywords: @{ObjectName},"['DefaultRuleset', 'Naming']","Microsoft SQL Server uses reserved keywords for defining, manipulating, and accessing databases. Reserved keywords are part of the grammar of the Transact-SQL language that is used by SQL Server to parse and understand Transact-SQL statements and batches. Although it is syntactically possible to use SQL Server reserved keywords as identifiers and object names in Transact-SQL scripts, you can do this only by using delimited identifiers.",https://docs.microsoft.com/sql/t-sql/language-elements/reserved-keywords-transact-sql,['BadNamingKeywords'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
DeprFeaturesInModules,Warning,Deprecated or discontinued features in modules,Remove deprecated or discontinued features in @{ObjectName}: @{Keyword},"['DefaultRuleset', 'Security', 'Deprecated', 'LongRunningChecks']",Deprecated features are scheduled to be removed in a future release of SQL Server. Discontinued features have been removed from specific versions of SQL Server.,https://docs.microsoft.com/sql/relational-databases/performance-monitor/sql-server-deprecated-features-object,['DeprecatedFeaturesSQLModules'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'tempdb' ,'model']",,
DeprFeaturesInJobs,Warning,Deprecated or discontinued features in modules,Remove deprecated or discontinued features in @{ObjectName}: @{Keyword},"['DefaultRuleset', 'Security', 'Deprecated', 'Agent']",Deprecated features are scheduled to be removed in a future release of SQL Server. Discontinued features have been removed from specific versions of SQL Server.,https://docs.microsoft.com/sql/relational-databases/performance-monitor/sql-server-deprecated-features-object,['DeprecatedFeaturesJobs'],Server,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
NUMANodeSingleCPU,Warning,Single CPU assigned to NUMA node,Assign additional CPUs to NUMA nodes with only one CPU,"['DefaultRuleset', 'NUMA', 'CPU', 'Memory']","Microsoft SQL Server is non-uniform memory access (NUMA) aware. NUMA architecture provides a scalable solution to performance problem. Computers with hardware NUMA have more than one system bus, each serving a small set of processors. Each group of processors has its own memory and possibly its own I/O channels, but each CPU can access memory associated with other groups in a coherent way. Each group is called a NUMA node. The number of CPUs within a NUMA node depends on the hardware vendor. Your hardware manufacturer can tell you if your computer supports hardware NUMA.",https://docs.microsoft.com/previous-versions/sql/sql-server-2008-r2/ms178144(v=sql.105),['ServerInstanceConfiguration'],Server,['Windows'],"OnPremises, ManagedInstance","[11.0,)",,,
NUMANodeNoCPU,Warning,NUMA nodes without CPUs,Assign CPUs to each NUMA node,"['DefaultRuleset', 'NUMA', 'Performance', 'CPU']","Microsoft SQL Server is non-uniform memory access (NUMA) aware. NUMA architecture provides a scalable solution to performance problem. Computers with hardware NUMA have more than one system bus, each serving a small set of processors. Each group of processors has its own memory and possibly its own I/O channels, but each CPU can access memory associated with other groups in a coherent way. Each group is called a NUMA node. The number of CPUs within a NUMA node depends on the hardware vendor. Your hardware manufacturer can tell you if your computer supports hardware NUMA.",https://docs.microsoft.com/previous-versions/sql/sql-server-2008-r2/ms178144(v=sql.105),['AffinityNUMANodeNoAssignedCPUs'],Server,['Windows'],"OnPremises, ManagedInstance","[11.0,)",,,
IndexKeyGuid,Warning,Guid in clustered index key column,Remove GUIDs in clustered indexes keys: @{IndexName},"['DefaultRuleset', 'Indexes', 'Performance']","A big reason for a clustered index is when you often want to retrieve rows for a range of values for a given column. Because the data is physically arranged in that order, the rows can be extracted very efficiently. Something like a GUID, while excellent for a primary key, could be positively detrimental to performance, as there will be additional cost for inserts and no perceptible benefit on selects.",https://azure.microsoft.com/blog/uniqueidentifier-and-clustered-indexes/,['IndexesGuidKeyColumns'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'tempdb' ,'model']",,
IndexesLargeKeys,Warning,Indexes keys with more than 900 bytes,Remove keys larger than 900 bytes in @{FullName} index,"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 900-byte limit for the maximum total size of all index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,13.0)","['master', 'model' ,'msdb']",,
IndexesLargeKeysNonClust,Warning,NonClustered indexes keys with more than 1700 bytes,Remove keys larger than 1700 bytes in @{FullName} index,"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 1700-byte limit for the maximum total size of all non-clustered index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[13.0,)","['master', 'model' ,'msdb']",,
IndexesLargeKeysClust,Warning,Clustered indexes keys with more than 900 bytes,Remove keys larger than 900 bytes in @{FullName} index,"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 900-byte limit for the maximum total size of all clustered index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[13.0,)","['master', 'model' ,'msdb']",,
DisabledIndexes,Warning,Disabled indexes exist,Remove or enable disabled index: @{FullName},"['DefaultRuleset', 'Indexes', 'Performance']","If you need to load a lot of data quickly, you can disable nonclustered indexes in order to improve performance. After the data load finishes, enable the nonclustered indexes again by rebuilding them. This technique works best in large data warehouse environments where entire dimension tables might be reloaded from scratch every night. Disabling nonclustered indexes is safer than dropping and recreating them because scripting indexes is hard. Unfortunately, sometimes our load processes crash before enabling the indexes again, or sometimes we manually load data and we forget to rebuild them.",https://docs.microsoft.com/sql/relational-databases/indexes/disable-indexes-and-constraints,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
IndexesFillFactor,Warning,Index fill factor is below 80%,Review index @{FullName} as its fill factor @{FillFactor} is lower than 80 percent,"['DefaultRuleset', 'Indexes', 'Performance']","The fill-factor option is provided for fine-tuning index data storage and performance. When an index is created or rebuilt, the fill-factor value determines the percentage of space on each leaf-level page to be filled with data, reserving the remainder on each page as free space for future growth. For example, specifying a fill-factor value of 80 means that 20 percent of each leaf-level page will be left empty, providing space for index expansion as data is added to the underlying table. The empty space is reserved between the index rows rather than at the end of the index.",https://docs.microsoft.com/sql/relational-databases/indexes/specify-fill-factor-for-an-index,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
NonUniqueClusterIndex,Warning,Non-unique clustered indexes,Review non-unique @{FullName} clustered index,"['DefaultRuleset', 'Indexes', 'Performance']","Index uniqueness is highly desirable attribute of a clustering key, and goes hand-in-hand with index narrowness. SQL Server does not require a clustered index to be unique, but yet it must have some means of uniquely identifying every row. Thatâ€™s why, for non-unique clustered indexes, SQL Server adds to every duplicate instance of a clustering key value a 4-byte integer value called a uniqueifier. This uniqueifier is added everywhere the clustering key is stored. That means the uniqueifier is stored in both clustered and non-clustered indexes. As you can imagine, if there are many rows using the same clustering key value, this can become quite expensive.",https://docs.microsoft.com/sql/relational-databases/indexes/clustered-and-nonclustered-indexes-described,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
SuspectPages,Warning,Suspect pages found,Run 'DBCC CHECKDB' to verify affected database. Suspect pages were found: @{EventType},"['DefaultRuleSet', 'Pages', 'DataIntegrity']","The suspect_pages table is used for maintaining information about suspect pages, and is relevant in helping to decide whether a restore is necessary.",https://docs.microsoft.com/sql/relational-databases/backup-restore/manage-the-suspect-pages-table-sql-server,['SuspectPagesValidation'],Database,"['Windows', 'Linux']",,"[11.0,)",,,
SparseFiles,Warning,Sparse files,Remove sparse files: @{SparseFiles},"['DefaultRuleSet', 'Snapshots', 'Backup', 'DataIntegrity']","If the file is sparse or compressed, the NTFS file system may deallocate disk space in the file. This sets the range of bytes to zeroes (0) without extending the file size.",https://blogs.msdn.microsoft.com/jorgepc/2010/11/25/what-are-sparse-files-and-why-should-i-care-as-sql-server-dba/,['SparseFilesValidation'],Database,"['Windows', 'Linux']",,"[11.0,)",,,
TableNoIndex,Warning,Tables without indexes,Review @{TableName} table and create reasonable indexes,"['DefaultRuleset', 'Indexes', 'Performance']","Each table in the database has one or more pages. To keep track of those pages, SQL Server uses a special set of pages, called IAM (for Index Allocation Map) pages. In spite of the word â€œIndexâ€ in the name, IAMs are used for non-indexed tables as well. These are called heaps. All the data is there, but the only way to find anything is to read it starting at the beginning. For a very large table, this will be terribly inefficient.",https://docs.microsoft.com/sql/relational-databases/indexes/heaps-tables-without-clustered-indexes,['TableIndexes'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'tempdb' ,'model']",,
TableNoClusteredIndex,Warning,Tables without clustered indexes,Review @{TableName} table and create clustered index,"['DefaultRuleset', 'Indexes', 'Performance']","Tables without clustered indexes are called heaps. Theyâ€™re scattered on disk anywhere that SQL Server can find a spot, and theyâ€™re not stored in any order whatsoever. This can make for really fast inserts â€“ SQL Server can just throw the data down â€“ but slow selects, updates, and deletes.",https://docs.microsoft.com/sql/relational-databases/indexes/heaps-tables-without-clustered-indexes,['TableIndexes'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'tempdb' ,'model']",,
TablePSAlign,Warning,Table index not aligned with PS,Re-create @{IndexName} index in @{TableName} table to have it aligned with current schema,"['DefaultRuleset', 'Indexes', 'Performance']","Table partitioning is a complex way to break out your large tables into smaller, more manageable chunks, but it comes with a lot of management heartache. One of the challenges is making sure that your indexes are partitioned and aligned the same way as your clustered index.",https://docs.microsoft.com/sql/relational-databases/partitions/partitioned-tables-and-indexes,['TableIndexesPartitioned'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'tempdb' ,'model']",,
LoginNoPassword,Warning,Logins with no passwords,Set strong passwords for logins: @{PasswordData},"['DefaultRuleset', 'Security', 'WeakPassword']",Password complexity policies are designed to deter brute force attacks by increasing the number of possible passwords.,https://docs.microsoft.com/sql/relational-databases/security/password-policy,['NullPassword'],Server,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
LoginEqPassword,Warning,Logins with passwords that are same as login names,Review logins with password equals to login: @{PasswordData},"['DefaultRuleset', 'Security', 'WeakPassword']",Password complexity policies are designed to deter brute force attacks by increasing the number of possible passwords.,https://docs.microsoft.com/sql/relational-databases/security/password-policy,['NamePassword'],Server,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
SystemHealth,Warning,System Health important messages,Error @{Error_Number} occured @{Error_Count} times. Last time was @{Last_Logged_Days_Ago} days ago,"['DefaultRuleset', 'XEvent', 'SystemHealth', 'Performance']","The system_health session is an Extended Events session that is included by default with SQL Server. This session starts automatically when the SQL Server Database Engine starts, and runs without any noticeable performance effects. The session collects system data that you can use to help troubleshoot performance issues in the Database Engine",https://docs.microsoft.com/sql/relational-databases/extended-events/use-the-system-health-session,['SystemHealth'],Server,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
RarelyUsedIndex,Warning,Rarely used index,Revise rarely used index @{IndexName},"['DefaultRuleset', 'Indexes', 'Performance']","Rarely used indexes can slow down database's performance. Time of write operations is increased because of index maintenance, but index is not used quite often. It makes sense to compare impact of writing operations versus rare reading speedup.",https://docs.microsoft.com/sql/t-sql/statements/drop-index-transact-sql,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
UnusedIndex,Warning,Unused index,Revise unused @{IndexName} index,"['DefaultRuleset', 'Index', 'Performance']","Unused indexes can slow down database's performance. Time of write operations is increased because of index maintenance, but index is not used anywhere.",https://docs.microsoft.com/sql/t-sql/statements/drop-index-transact-sql,['IndexesDefinitions'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
SkewedCompatibilityLevel,Warning,Database with skewed compatibility level,Update database compatibility level. Current level is @{CompatibilityLevel},"['DefaultRuleset', 'CompatibilityLevel', 'Security', 'Performance']",Some databases may have a compatibility level lower than the allowed level by the Database Engine.,https://docs.microsoft.com/sql/t-sql/statements/alter-database-transact-sql-compatibility-level,"['CompatibilityLevel', SQLServerVersion']",Database,"['Windows', 'Linux']",,"[11.0,)",,,
PendingDiskIORequests,Warning,Pending disk I/O requests,Solve I/O related issues to get rid of pending requests,"['DefaultRuleset', 'IO', 'Performance']","A database management system (DBMS), such as SQL Server, relies on the timeliness of file input and output (I/O) operations. The proper configuration and maintenance of the I/O subsystem is critical to a successful SQL Server deployment.",https://support.microsoft.com/en-sg/help/897284/diagnostics-in-sql-server-help-detect-stalled-and-stuck-i-o-operations,,Server,"['Windows', 'Linux']",,"[11.0,)",,,
MaxDOP,Warning,MaxDOP should be less or equal to number of CPUs,Update MaxDOP configuration option value: @{max_dop}. It shouldn't exceed @{online_logical_processors} - number of processors used by SQL Server,"['DefaultRuleset', 'MaxDOP', 'Performance', 'Configuration']","The Microsoft SQL Server max degree of parallelism (MAXDOP) configuration option controls the number of processors that are used for the execution of a query in a parallel plan. This option determines the number of threads that are used for the query plan operators that perform the work in parallel. Depending on whether SQL Server is set up on a symmetric multiprocessing (SMP) computer, a non-uniform memory access (NUMA) computer, or hyperthreading-enabled processors, the max degree of parallelism option should be configured appropriately.",https://support.microsoft.com/kb/2806535,"['ServerInstanceConfiguration', SysConfiguration']",Server,"['Windows', 'Linux']",OnPremises,"[11.0,)",,,
MaxDOPFewNUMA,Warning,MAXDOP set in accordance with CPU count,Update MAXDOP configuration option value: @{max_dop}. It should not exceed the number of logical processors per NUMA node,"['DefaultRuleset', 'MaxDOP', 'Performance', 'Configuration']","The Microsoft SQL Server max degree of parallelism (MAXDOP) configuration option controls the number of processors that are used for the execution of a query in a parallel plan. This option determines the number of threads that are used for the query plan operators that perform the work in parallel. Depending on whether SQL Server is set up on a symmetric multiprocessing (SMP) computer, a non-uniform memory access (NUMA) computer, or hyperthreading-enabled processors, the max degree of parallelism option should be configured appropriately.",https://support.microsoft.com/kb/2806535,"['ServerInstanceConfiguration', SysConfiguration']",Server,"['Windows', 'Linux']",OnPremises,"[11.0, 13.0)",,,
DbIntegrity,Warning,Database Integrity Checks,Run 'DBCC CHECKDB' command checks,"['DefaultRuleset', 'DBCC', 'Performance', 'DataIntegrity']","The DBCC CHECKDB command checks the integrity of the objects in a database and should be run on a regular basis. This statement is used to perform different operations in your database and can be broken down into four categories: Maintenance, Miscellaneous, Informational, and Validation.",https://msdn.microsoft.com/library/ms176064.aspx,"['DBMetaInfo', DatabaseConfiguration']",Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
DirectCatalogUpdates,Warning,Direct Catalog Updates,Avoid using direct catalog update feature,"['DefaultRuleset', 'DBCC', 'Deprecated']","The 'allow updates' option is still present in the sp_configure stored procedure, although its functionality is unavailable in SQL Server. The setting has no effect. Starting with SQL Server 2005, direct updates to the system tables are not supported.",https://docs.microsoft.com/sql/database-engine/configure-windows/allow-updates-server-configuration-option,"['DBMetaInfo', DatabaseConfiguration']",Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,,
DataPurityCheck,Warning,Data Purity Check,Enable data purity validation with  'DBCC CHECKDB ([DatabaseName]) WITH DATA_PURITY' command,"['DefaultRuleset', 'DBCC', 'DataIntegrity']","The DBCC CHECKDB command checks the integrity of the objects in a database and should be run on a regular basis. One thing that this command does not check in databases created in versions prior to SQL Server 2005 is the integrity of the data in the columns until it has been run once with the DATA_PURITY option. Adding the DATA_PURITY option causes the CHECKDB command to look for column values that are invalid or out of range. Any database that was created in SQL Server 2005 or later will include the DATA_PURITY check by default; but if the database is being upgraded from an earlier version, you must run the command with the DATA_PURITY option at least once using the following command and then fix any data issues.",http://support.microsoft.com/kb/923247,"['DBMetaInfo', DatabaseConfiguration']",Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
StatSamplingRate,Warning,Statistics sampling rate,Some statistics have sampling rates less than @{threshold:P}. Update with a larger sample or full scan if key is not uniformly distributed. Affected tables: @{FullName},"['DefaultRuleset', 'Performance', 'Statistics']","For most queries, the Query Optimizer already generates the necessary statistics for a high quality query plan; in some cases, you need to create additional statistics or modify the query design for best results.",https://docs.microsoft.com/sql/t-sql/statements/update-statistics-transact-sql,,Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,0.25,
IndexFragmentation,Warning,Index Fragmentation,Remove fragmentation of @{IndexFullName} index. Current fragmentation level is @{fragmentation:#0.##}%,"['DefaultRuleset', 'Index', 'Performance']","The SQL Server Database Engine automatically modifies indexes whenever insert, update, or delete operations are made to the underlying data. Over time these modifications can cause the information in the index to become scattered in the database (fragmented). Fragmentation exists when indexes have pages in which the logical ordering, based on the key value, does not match the physical ordering inside the data file. Heavily fragmented indexes can degrade query performance and cause your application to respond slowly, especially scan operations.",https://docs.microsoft.com/sql/relational-databases/indexes/reorganize-and-rebuild-indexes,['IndexStatistics'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",5,
XTPHashAvgChainBuckets,Warning,High avg chain length and empty buckets,Index @{IndexFullName} has @{avg_chain_length} average chain length and @{EmptyBucketPct}% empty buckets count. Verify if there are many rows with duplicate index key values or there is a skew in key values,"['DefaultRuleset', 'Index', 'Performance', 'XTP']","Memory-optimized HASH indexes behave different from NONCLUSTERED indexes. They are optimized for point-lookup operations, and do not support ordered scans or inequality seek operations. You should specify a value for the BUCKET_COUNT parameter when you create a memory-optimized table.",https://techcommunity.microsoft.com/t5/sql-server/in-memory-oltp-indexes-part-2-performance-troubleshooting-guide/ba-p/385725,['XTPIndexHashStatistics'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[12.0,)","['master', 'model' ,'msdb']",,
XTPTooManyBuckets,Warning,Too many buckets,"Make number of buckets of @{IndexFullName} index equal to distinct rows. It has @{total_bucket_count} buckets and there are @{DistinctCnt} in table, which wastes memory and marginally slows down full table scans","['DefaultRuleset', 'Index', 'Performance', 'XTP']","Memory-optimized HASH indexes behave different from NONCLUSTERED indexes. They are optimized for point-lookup operations, and do not support ordered scans or inequality seek operations. You must specify a value for the BUCKET_COUNT parameter when you create the memory-optimized table.",https://techcommunity.microsoft.com/t5/sql-server/in-memory-oltp-indexes-part-2-performance-troubleshooting-guide/ba-p/385725,['XTPIndexHashStatistics'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[12.0,)","['master', 'model' ,'msdb']",,
XTPTooFewBuckets,Warning,Too few buckets,"Make number of buckets of @{IndexFullName} index equal to distinct rows. It has @{total_bucket_count} buckets and there are @{DistinctCnt} in table, which leads to chaining records","['DefaultRuleset', 'Index', 'Performance', 'XTP']","Memory-optimized HASH indexes behave different from NONCLUSTERED indexes. They are optimized for point-lookup operations, and do not support ordered scans or inequality seek operations. You must specify a value for the BUCKET_COUNT parameter when you create the memory-optimized table.",https://techcommunity.microsoft.com/t5/sql-server/in-memory-oltp-indexes-part-2-performance-troubleshooting-guide/ba-p/385725,['XTPIndexHashStatistics'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[12.0,)","['master', 'model' ,'msdb']",,
XTPRangeIXHealth,Warning,NonClustered index retry amount,"Review @{IndexFullName} index as its retry count is over @{RetryCountPct}% of total, which indicates possible concurrency issues","['DefaultRuleset', 'Index', 'Performance', 'XTP']","When a database with a memory-optimized table is restarted, the index is built by inserting one row at a time into memory. The count of page splits, merges, and consolidation can help you understand the work done to build the index when a database is brought online. Large numbers of retries are indicative of concurrency issues.",https://docs.microsoft.com/sql/relational-databases/system-dynamic-management-views/sys-dm-db-xtp-nonclustered-index-stats-transact-sql,['XTPNonClusteredIndexHashStatistics'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[12.0,)","['master', 'model' ,'msdb']",,5
TF6533Misuse,Warning,'STRelate' and 'STAsBinary' functions unexpected results due to TF 6533,Disable trace flag 6533 to avoid unexpected results of 'STRelate' and 'STAsBinary' functions,"['DefaultRuleset', 'TraceFlag', 'Performance', 'TF6533']",The STRelate and STAsBinary functions may return unexpected results when trace flag 6533 is enabled. Do not use this trace flag if your workload involves either of these functions.,https://support.microsoft.com/help/3107399,"['EnabledGlobalTraceFlags', TF6533SpatialFunctionsUsage']",Database,['Windows'],OnPremises,"[11.0.6020, 11.0.6518)","['master', 'model' ,'msdb']",,
UntrustedConstraints,Warning,Untrusted constraints,Execute 'ALTER TABLE <table name> WITH CHECK CHECK CONSTRAINT <constraint name>' statement to avoid possible performance issues: @{constraint_name} constraints are not trusted for referential integrity,"['DefaultRuleset', 'Performance', 'DataIntegrity']","If you need to load a lot of data quickly, you can disable keys and constraints in order to improve performance. After the data load finishes, enable them again, and SQL Server will check them behind the scenes. This technique works best in large data warehouse environments where entire dimension tables might be reloaded from scratch every night. Disabling constraints is usually safer and easier than dropping and recreating them.",https://docs.microsoft.com/sql/t-sql/statements/alter-table-transact-sql,['FKNotTrusted'],Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)","['master', 'model' ,'msdb']",,
PercentAutogrows,Warning,Database files have growth ratio in percentage,"Do not use ""File Growth In Percent"" for Autogrowth setting. Affected files: @{fileName} have growth ratio set in percentage","['DefaultRuleset', 'Performance', 'DBFileConfiguration', 'DBConfiguration']","Some database files have a growth ratio set in percentage. Over time, this could lead to uncontrolled disk space allocation and extended time to perform these growths",https://docs.microsoft.com/sql/t-sql/statements/alter-database-transact-sql-file-and-filegroup-options,,Database,"['Windows', 'Linux']",OnPremises,"[11.0,)","['master', 'model' ,'msdb']",,
StatsUpdate,Warning,Statistics need to be updated,Update stats in @{TableName} table to improve query performance,"['DefaultRuleset', 'Performance', 'Statistics', 'QueryOptimizer']","The Query Optimizer determines whether an index is useful for a specific query by evaluating the stored statistics. If the statistics become out of date and significant changes have occurred against the underlying data, this can result in less than optimal query performance. In most cases, it's best to let SQL Server maintain the statistics. If you turn 'Auto Create Stats' and 'Auto Update Stats' off, then it is up to you to keep the statistics up-to-date somehow. Failure to do so will lead to poor query performance. Most applications should have these options ON. When the Auto Update Statistics setting is ON, the Query Optimizer updates statistics when they are used by a query and when they might be out-of-date. Statistics become out-of-date after insert, update, delete, or merge operations change the data distribution in the table or indexed view. The Query Optimizer determines when statistics might be out-of-date by counting the number of data modifications since the last statistics update and comparing the number of modifications to a threshold. The threshold is based on the number of rows in the table or indexed view. The Query Optimizer checks for out-of-date statistics before compiling a query and before executing a cached query plan. Before compiling a query, the Query Optimizer uses the columns, tables, and indexed views in the query predicate to determine which statistics might be out-of-date. Before executing a cached query plan, the Database Engine verifies that the query plan references up-to-date statistics. The AUTO_UPDATE_STATISTICS option applies to statistics created for indexes, single-columns in query predicates, and statistics that are created by using the CREATE STATISTICS statement. This option also applies to filtered statistics.",https://docs.microsoft.com/sql/relational-databases/statistics/statistics#UpdateStatistics,"['DatabaseConfiguration', ObjectStatistics']",Database,"['Windows', 'Linux']","OnPremises, ManagedInstance","[11.0,)",,500,
AdHocQueriesOff,Warning,Option 'ad hoc distributed queries' should be disabled,Disable 'ad hoc distributed queries' option,"['DefaultRuleset', 'Configuration', 'Security']","Ad Hoc Distributed Queries use the OPENROWSET and OPENDATASOURCE functions to connect to remote data sources that use OLE DB. OPENROWSET and OPENDATASOURCE should be used only to reference OLE DB data sources that are accessed infrequently. For any data sources that will be accessed more than several times, define a linked server. Enabling the use of ad hoc names means that any authenticated login to SQL Server can access the provider. SQL Server administrators should enable this feature for providers that are safe to be accessed by any local login.",https://docs.microsoft.com/sql/database-engine/configure-windows/ad-hoc-distributed-queries-server-configuration-option,['SysConfiguration'],Server,"['Windows', 'Linux']",OnPremises,"[11.0,)",,,
AffinityMasksOverlap,Warning,Affinity Mask and Affinity I/O Mask overlapping,"Correct Affinity Mask and Affinity IO Mask overlap. AffinityMask = @{affinity_mask}, Affinity64Mask = @{affinity64_mask}, AffinityIOMask = @{affinity_io_mask}, Affinity64IOMask = @{affinity64_io_mask}","['DefaultRuleset', 'Configuration', 'Performance']","Enabling a CPU with both the affinity mask and the affinity I/O mask can slow performance by forcing the processor to be overused. When specified either the affinity mask or the affinity I/O mask options they must both be specified, but only enables each CPU no more than once. The same CPU should not be enabled in both the affinity mask option and the affinity I/O mask option. The bits that correspond to each CPU should be in one of the following states.",https://docs.microsoft.com/sql/relational-databases/policy-based-management/correct-affinity-mask-and-affinity-input-and-output-mask-overlap,['SysConfiguration'],Server,"['Windows', 'Linux']",OnPremises,"[11.0,)",,,
AgentSvcAccNotRecommended,Warning,'SQL Server Agent' service uses non-recommended account,Use another account to run 'SQL Server Agent' service. Current account '@{attr::service::SQLAgent.account}' is not recommended,"['DefaultRuleset', 'Configuration']",Running the 'SQL Server Agent' service under 'NT AUTHORITY\SYSTEM' or 'NT AUTHORITY\NETWORKSERVICE' accounts is not recommended for security reasons.,https://docs.microsoft.com/sql/database-engine/configure-windows/configure-windows-service-accounts-and-permissions,['IsClusteredServer'],Server,['Windows'],OnPremises,"[11.0,)",,,
